ID,Predicted
21990,0.2582781525720636
6594,0.25827815013116934
18525,0.25827815108856705
23747,0.258278148412533
37752,0.25827816421563626
15379,0.25827815322747455
23237,0.2582781496309899
5302,0.26490066779303584
29910,0.25827814904544605
5884,0.2582781557220431
30121,0.2582781633137125
18830,0.25827816396655195
7258,0.26490066503270127
39578,0.25827814808834026
39356,0.2582781617382188
12182,0.25827814858768783
22242,0.25827814963925244
23632,0.25827815221493206
19671,0.2649006640120334
8659,0.25827814773235913
43512,0.25827815134117077
9607,0.2582781510737972
4996,0.2582781508145799
4878,0.25827816683802113
43923,0.2582781523159115
42117,0.2582781489113405
1232,0.25827815284802597
34468,0.25827815447859914
17925,0.25827814910856944
42518,0.2582781478192018
8937,0.25827815213927807
34511,0.2582781480376977
41357,0.25827816900143535
4458,0.25827816396183295
30489,0.25827815375521346
16857,0.2582781514172182
38774,0.2582781479974901
12408,0.2582781539248444
6144,0.2582781529792906
12233,0.2582781633067875
11821,0.2649006649168362
23457,0.25827814940861055
38715,0.25827815149822425
5631,0.25827814925286974
41432,0.2582781515489247
5542,0.25827815023205036
21413,0.27814570449164894
36957,0.2582781513253488
45094,0.25827815104348945
29184,0.2582781540569051
10658,0.25827814957414147
12393,0.25827814908480834
36058,0.2582781540551226
22262,0.25827815467207144
32332,0.25827814871864585
2508,0.25827815146689453
42066,0.2582781548394091
19982,0.25827814991394465
37212,0.2582781495166746
14222,0.2582781488444006
38196,0.25827816909117524
23936,0.25827815589858183
12220,0.2582781487085394
32970,0.2582781518781374
16435,0.25827815422325084
15020,0.2582781549485817
24143,0.2582781571477162
13718,0.2582781509880925
23200,0.32450331220599116
24071,0.25827815200919463
42775,0.2582781488022486
36284,0.25827815377480984
33211,0.2582781495166746
21280,0.2582781498129651
26261,0.2582781489686697
15283,0.25827816285432836
9019,0.2582781526735364
38909,0.2582781519926985
44407,0.2582781480302268
4009,0.26490066397418627
33525,0.25827815375361995
41646,0.2582781511402157
32844,0.2582781541793344
11811,0.2582781502282907
39160,0.25827815097304846
13726,0.25827815149645167
26796,0.25827817935487923
239,0.25827815129397225
33264,0.25827814924090525
39379,0.2582781569326863
39701,0.25827815227058076
15794,0.2582781496137498
6875,0.2582781475209909
7020,0.2582781508337486
10484,0.25827817021173455
35470,0.27814569850247606
2783,0.26490066664042655
31159,0.258278168647327
29159,0.25827815124417675
4334,0.25827814993501985
36788,0.2582781495233214
25953,0.25827814913056396
26006,0.25827815245359137
31508,0.2582781486337023
37641,0.25827814884528755
36412,0.25827814819921086
19968,0.2582781572322161
42340,0.25827815219892963
35902,0.2582781522019509
24811,0.2649006651439141
3216,0.258278156290022
17239,0.25827815081753835
36241,0.25827815733188864
18998,0.2582781511058144
20871,0.2582781508951464
17556,0.25827815256225717
15501,0.25827814973672136
42469,0.25827815024473094
8831,0.2582781511658517
37191,0.2582781509114239
12093,0.2582781498052714
6791,0.3907284509171038
1034,0.2582781579923141
1881,0.25827815324845144
38118,0.2582781500194701
47548,0.25827816450544755
5990,0.25827815325506065
6576,0.2582781547076104
35977,0.2582781578603166
11674,0.2649006643530675
20249,0.258278150804016
22702,0.25827815463875636
24666,0.26490066567825227
20653,0.25827814844740266
34389,0.25827815294635453
22829,0.26490066431167875
8537,0.2582781719444929
25004,0.2649006645541718
35973,0.25827814872585636
38181,0.2582781507646949
43168,0.2582781487309763
700,0.258278149851536
46063,0.26490066529272377
23090,0.2582781555082519
24530,0.25827814908223573
23704,0.2582781568116053
1051,0.27814569633659225
43234,0.25827815011893535
2282,0.2582781504783703
28931,0.25827815121119085
20861,0.2582781495249616
39179,0.2582781507189779
18466,0.25827815374783253
5921,0.25827815078945326
43037,0.2582781502953292
6612,0.25827814848218417
15865,0.2582781745324568
31841,0.25827815138677557
13752,0.2582781488914311
36912,0.2582781522439967
40138,0.25827815002365945
41440,0.25827815016939465
32943,0.258278149690144
14433,0.25827815053531106
21665,0.25827814965131374
42817,0.25827815108996405
16974,0.25827815046428654
2248,0.25827815256736053
7047,0.2582781831855107
17960,0.25827815070813487
6670,0.25827815087049394
1116,0.2582781484646403
27307,0.2582781487067943
39264,0.258278149326193
4803,0.25827814974736196
42049,0.25827815491961
46322,0.26490066388033795
20204,0.25827814772977276
28298,0.2582781471585452
37921,0.25827814819076556
30583,0.2582781485756264
29332,0.25827814871864585
33579,0.2649006649628183
1263,0.25827815072198795
6613,0.2582781594697358
40405,0.25827815405401267
31563,0.258278150328634
26563,0.25827815186093067
44672,0.25827815103626206
25161,0.25827815243917984
12228,0.25827815195528614
35368,0.2582781507051377
17055,0.25827815063505866
30037,0.25827819072540525
36647,0.2582781506933305
9410,0.25827815983746955
40760,0.2582781489686697
45184,0.2582781523191567
45330,0.25827817257560787
4710,0.2582781917563693
34047,0.2582781831855107
11810,0.25827816328164854
21439,0.2582781503781453
9378,0.25827814851877245
37414,0.2582781497057583
35458,0.2649006647171911
8674,0.2582781498403583
16152,0.25827815049885056
19263,0.2582781573410484
5682,0.2582781560993926
43726,0.25827815214963484
7668,0.25827815181763597
45192,0.25827815176310315
23326,0.2582781478899408
40585,0.25827815114383745
15460,0.25827814979791064
5300,0.25827814911165164
41447,0.2582781491541116
13728,0.258278153325636
47897,0.2582781513267906
22857,0.2649006644896287
7444,0.25827815140074567
16806,0.264900664501126
8250,0.2582781504966945
37022,0.25827815118115893
34591,0.2582781498800106
42317,0.2582781500464242
37780,0.2582781574273827
28230,0.25827817960533306
38713,0.25827815471364324
1221,0.2582781551834068
12749,0.25827815058306214
42663,0.2582781500993883
28063,0.25827815063344195
33963,0.2582781498084312
23250,0.25827815619330935
3647,0.2582781777140392
13816,0.25827815121122794
5176,0.2582781520992097
9399,0.25827815047340097
31124,0.2582781542987716
1362,0.25827814939977234
46627,0.2582781674321971
40588,0.258278153930936
31704,0.2582781479182232
34477,0.2582781491461709
46346,0.2582781550580642
25998,0.25827815040613994
23092,0.2582781493712435
6849,0.2582781504108204
498,0.25827815174238383
14652,0.2582781575433241
32045,0.25827815254032677
21763,0.25827815083980454
11250,0.2582781488418378
38904,0.2582781548510623
8080,0.2582781550096141
6854,0.2582781515766567
41126,0.25827815124684517
3850,0.2582781515098584
41405,0.25827815085337963
38620,0.2582781499136939
22286,0.2582781493117034
33778,0.25827814761710605
33392,0.25827815148867045
12035,0.2582781497867481
22236,0.2582781500736373
47188,0.2582781523821244
2516,0.25827815020248523
39382,0.25827815000848964
20094,0.2649006647606612
44878,0.25827815534339843
38411,0.2582781553864938
11579,0.2582781484183937
569,0.2582781792511745
462,0.25827814903853047
20770,0.2582781511962384
17928,0.25827815086871936
9431,0.25827815067229987
31551,0.25827814871768223
46182,0.25827814903410656
47884,0.2582781557220431
34602,0.2649006656802789
33078,0.25827817108008233
22815,0.2582781491648948
34795,0.2582781549150601
8415,0.258278150337968
24289,0.25827816391076797
15801,0.25827816791547464
25473,0.2582781526824579
21326,0.25827814813703087
24932,0.25827814989238534
26339,0.2649006803328793
43797,0.26490067052771105
8637,0.25827814923991316
20708,0.25827815105784097
11637,0.2582781510933441
26260,0.2582781517069211
33801,0.25827815216177974
41287,0.2582781495233214
736,0.2582781499869911
40639,0.258278157213157
30564,0.2582781532458224
46534,0.2582781512021533
44392,0.2582781479255461
1515,0.25827815837933366
15200,0.2582781539019922
5644,0.258278151615542
21121,0.2582781477220833
9550,0.2582781499121414
3794,0.25827814977462976
28849,0.25827816900911327
42822,0.2582781530449966
11941,0.25827814901527235
39088,0.25827815246950414
10560,0.2582781528205307
26787,0.2582781509296935
35746,0.25827815509062013
16457,0.25827815098247486
9748,0.25827815399982307
13988,0.25827815470882687
29369,0.26490066581528654
10064,0.25827816339182935
11326,0.25827815067263316
24673,0.25827814916567593
811,0.2582781519827034
