ID,Age,Employment class,Fnlwgt,Education level,Education years,Marital status,Occupation,Relationship status,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Salary
19015,44, Private,106682, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States, <=50K
15499,47, Private,278322, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, White, Male,7688,0,40, United-States, >50K
4075,23, ?,214238, 7th-8th,4, Never-married, ?, Not-in-family, White, Female,0,0,40, Mexico, <=50K
15849,72, Self-emp-not-inc,285408, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2246,28, United-States, >50K
98,56, Local-gov,160829, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,46, United-States, <=50K
29752,19, ?,234519, Some-college,10, Never-married, ?, Own-child, White, Male,0,0,35, United-States, <=50K
21881,57, Self-emp-not-inc,327901, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
31313,48, Private,177211, 11th,7, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
24788,34, Private,226629, HS-grad,9, Never-married, Priv-house-serv, Not-in-family, White, Female,0,0,40, Mexico, <=50K
29921,46, State-gov,314770, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,0,48, United-States, <=50K
8209,78, Private,184759, 7th-8th,4, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,1797,0,15, United-States, <=50K
31891,33, Private,155475, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
24287,50, Private,143953, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,65, United-States, >50K
22803,43, Self-emp-inc,244945, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States, <=50K
3928,22, Private,217961, Some-college,10, Never-married, Transport-moving, Own-child, White, Male,0,1719,30, United-States, <=50K
3565,46, Private,191357, Bachelors,13, Married-civ-spouse, Tech-support, Husband, White, Male,0,0,40, United-States, <=50K
23356,46, Private,145290, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
35787,43, Private,60001, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, >50K
25327,60, Federal-gov,237317, Assoc-voc,11, Divorced, Prof-specialty, Unmarried, White, Male,4934,0,40, United-States, >50K
12458,31, Private,359249, Assoc-voc,11, Never-married, Protective-serv, Own-child, Black, Male,0,0,40, United-States, <=50K
20096,39, Private,187089, Some-college,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
2881,37, Private,30267, 11th,7, Never-married, Transport-moving, Not-in-family, White, Male,0,0,60, United-States, >50K
42616,59, Private,365390, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
33585,27, Local-gov,162973, Assoc-voc,11, Never-married, Protective-serv, Not-in-family, White, Male,0,0,56, United-States, <=50K
33285,61, Self-emp-not-inc,181033, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,60, United-States, <=50K
12541,52, Local-gov,192563, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, <=50K
21265,66, Private,33619, HS-grad,9, Married-civ-spouse, Other-service, Husband, Black, Male,0,0,4, United-States, <=50K
