ID,Age,Employment class,Fnlwgt,Education level,Education years,Marital status,Occupation,Relationship status,Race,Sex,Capital gain,Capital loss,Work hours per week,Native country,Salary
28580,27, Private,311446, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,5178,0,40, United-States, >50K
911,28, Private,159001, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,30, United-States, <=50K
38787,42, Private,341638, 11th,7, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
38408,33, Private,103435, Assoc-voc,11, Separated, Prof-specialty, Not-in-family, White, Male,0,0,45, United-States, <=50K
46881,27, Private,115945, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States, >50K
42690,50, Private,36480, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States, <=50K
6089,31, Self-emp-not-inc,111423, Bachelors,13, Never-married, Craft-repair, Not-in-family, White, Male,0,0,55, United-States, <=50K
893,56, Private,193130, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,16, United-States, <=50K
25136,17, ?,280670, 10th,6, Never-married, ?, Own-child, White, Female,0,0,40, United-States, <=50K
43877,20, Private,209131, Some-college,10, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
10167,27, Private,200641, 10th,6, Married-civ-spouse, Exec-managerial, Wife, White, Female,0,0,40, Mexico, <=50K
36951,49, Private,196571, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,45, United-States, >50K
6112,41, Private,210844, Some-college,10, Married-spouse-absent, Sales, Unmarried, Black, Female,0,0,40, United-States, <=50K
29400,28, Self-emp-inc,146042, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States, <=50K
27182,51, Private,340588, 1st-4th,2, Married-civ-spouse, Other-service, Husband, White, Male,0,0,54, Mexico, <=50K
41798,39, Private,70995, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,15024,0,99, United-States, >50K
11725,31, Private,211334, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,2407,0,65, United-States, <=50K
40866,36, Private,160035, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,3908,0,55, United-States, <=50K
47916,23, Private,543028, HS-grad,9, Never-married, Sales, Own-child, Black, Male,0,0,40, United-States, <=50K
33570,47, Private,160440, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States, >50K
7136,39, Private,173476, Prof-school,15, Married-civ-spouse, Craft-repair, Husband, White, Male,7688,0,40, United-States, >50K
38794,62, Private,77884, 5th-6th,3, Married-civ-spouse, Farming-fishing, Husband, Asian-Pac-Islander, Male,0,0,40, Philippines, <=50K
46712,35, Private,320305, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States, <=50K
4925,26, Private,276548, HS-grad,9, Married-civ-spouse, Sales, Wife, White, Female,0,0,20, United-States, <=50K
31762,18, Private,127827, 12th,8, Never-married, Sales, Own-child, White, Female,0,0,25, United-States, <=50K
36044,30, Private,80933, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
26119,39, Private,326342, 11th,7, Married-civ-spouse, Other-service, Husband, Black, Male,2635,0,37, United-States, <=50K
26613,41, Private,202980, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,4, Peru, <=50K
47957,41, Private,239683, 10th,6, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,30, ?, <=50K
